"","College","Coach","Role","Race","year_start","year_end","duration"
"2558","Texas A&M","Marcel Yates","Defensive Coordinator","Black",2012,2013,2
"2559","Texas A&M","Mark Snyder","Defensive Coordinator","White",2012,2014,3
"2560","Texas A&M","John Chavis","Defensive Coordinator","White",2015,2017,3
"2561","Texas A&M","Mike Elko","Defensive Coordinator","White",2018,2021,4
"2562","Texas State","Craig Naivar","Defensive Coordinator","White",2012,2013,2
"2563","Texas State","John Thompson","Defensive Coordinator","White",2014,2015,2
"2564","Texas State","Archie McDaniel","Defensive Coordinator","Black",2020,2020,1
"2565","Texas State","Zac Spavital","Defensive Coordinator","White",2020,2021,2
"2566","Texas Tech","Lyle Setencich","Defensive Coordinator","White",2005,2007,3
"2567","Texas Tech","Ruffin McNeill","Defensive Coordinator","Black",2007,2009,3
"2568","Texas Tech","James Willis","Defensive Coordinator","Black",2010,2010,1
"2569","Texas Tech","Chad Glasgow","Defensive Coordinator","White",2011,2011,1
"2570","Texas Tech","Art Kaufman","Defensive Coordinator","White",2012,2012,1
"2571","Texas Tech","Matt Wallerstedt","Defensive Coordinator","White",2013,2014,2
"2572","Texas Tech","Mike Smith","Defensive Coordinator","White",2013,2015,3
"2573","Texas Tech","David Gibbs","Defensive Coordinator","White",2015,2018,4
"2574","Texas Tech","Keith Patterson","Defensive Coordinator","White",2019,2021,3
"2575","Toledo","Lou West","Defensive Coordinator","Black",2001,2004,4
"2576","Toledo","Tim Rose","Defensive Coordinator","White",2005,2008,4
"2577","Toledo","Paul Nichols","Defensive Coordinator","White",2009,2011,3
"2578","Toledo","Tom Matukewicz","Defensive Coordinator","White",2012,2013,2
"2579","Toledo","Jon Heacock","Defensive Coordinator","White",2014,2015,2
"2580","Toledo","Brian George","Defensive Coordinator","White",2016,2019,4
"2581","Toledo","Vince Kehres","Defensive Coordinator","White",2020,2021,2
"2582","Troy","Wayne Bolt","Defensive Coordinator","White",2001,2014,14
"2583","Troy","Vic Koenning","Defensive Coordinator","White",2003,2018,16
"2584","Troy","Jeremy Rowell","Defensive Coordinator","White",2005,2012,8
"2585","Troy","Ricky Logo","Defensive Coordinator","Other",2005,2005,1
"2586","Troy","Mike Pelton","Defensive Coordinator","Black",2006,2006,1
"2587","Troy","Brandon Hall","Defensive Coordinator","White",2019,2021,3
"2588","Tulane","Pete McGinnis","Defensive Coordinator","White",2000,2001,2
"2589","Tulane","Eric Schumann","Defensive Coordinator","White",2002,2006,5
"2590","Tulane","Thom Kaumeyer","Defensive Coordinator","White",2007,2007,1
"2591","Tulane","O'Neill Gilbert","Defensive Coordinator","Black",2008,2008,1
"2592","Tulane","Steve Stanard","Defensive Coordinator","White",2009,2011,3
"2593","Tulane","Jon Sumrall","Defensive Coordinator","White",2012,2014,3
"2594","Tulane","Lionel Washington","Defensive Coordinator","Black",2012,2015,4
"2595","Tulane","Jason Rollins","Defensive Coordinator","Black",2015,2015,1
"2596","Tulane","Jack Curtis","Defensive Coordinator","White",2016,2020,5
"2597","Tulane","Chris Hampton","Defensive Coordinator","Black",2021,2021,1
"2598","Tulsa","Jeff McInerney","Defensive Coordinator","White",2000,2002,3
"2599","Tulsa","Todd Graham","Defensive Coordinator","White",2003,2003,1
"2600","Tulsa","Keith Patterson","Defensive Coordinator","White",2006,2010,5
"2601","Tulsa","Mark Nelson","Defensive Coordinator","White",2006,2006,1
"2602","Tulsa","Ron West","Defensive Coordinator","White",2009,2009,1
"2603","Tulsa","Paul Randolph","Defensive Coordinator","Black",2010,2010,1
"2604","Tulsa","Brent Guy","Defensive Coordinator","White",2011,2014,4
"2605","Tulsa","Bill Young","Defensive Coordinator","White",2015,2018,4
"2606","Tulsa","Brian Norwood","Defensive Coordinator","Black",2015,2016,2
"2607","Tulsa","Joseph Gillespie","Defensive Coordinator","White",2019,2021,3
"2608","UAB","Bill Clay","Defensive Coordinator","White",2000,2000,1
"2609","UAB","Rick Christophel","Defensive Coordinator","White",2001,2006,6
"2610","UAB","Wayne Bolt","Defensive Coordinator","White",2003,2005,3
"2611","UAB","Eric Schumann","Defensive Coordinator","White",2007,2010,4
"2612","UAB","Tommy West","Defensive Coordinator","White",2011,2011,1
"2613","UAB","Reggie Johnson","Defensive Coordinator","Black",2012,2013,2
"2614","UAB","Duwan Walker","Defensive Coordinator","Black",2014,2014,1
"2615","UAB","David Reeves","Defensive Coordinator","White",2017,2021,5
"2616","UCF","Gene Chizik","Defensive Coordinator","White",2000,2001,2
"2617","UCF","Bill D'Ottavio","Defensive Coordinator","White",2002,2003,2
"2618","UCF","Lance Thompson","Defensive Coordinator","White",2004,2006,3
"2619","UCF","John Skladany","Defensive Coordinator","White",2007,2011,5
"2620","UCF","Dave Huxtable","Defensive Coordinator","White",2008,2010,3
"2621","UCF","Jim Fleming","Defensive Coordinator","White",2012,2013,2
"2622","UCF","Tyson Summers","Defensive Coordinator","White",2014,2014,1
"2623","UCF","Chuck Bresnahan","Defensive Coordinator","White",2015,2015,1
"2624","UCF","Erik Chinander","Defensive Coordinator","White",2016,2017,2
"2625","UCF","Randy Shannon","Defensive Coordinator","Black",2018,2020,3
"2626","UCF","David Gibbs","Defensive Coordinator","White",2021,2021,1
"2627","UCF","Travis Williams","Defensive Coordinator","Black",2021,2021,1
"2628","UCLA","Bobby Field","Defensive Coordinator","White",2000,2000,1
"2629","UCLA","Phil Snow","Defensive Coordinator","White",2001,2002,2
"2630","UCLA","Larry Kerr","Defensive Coordinator","White",2003,2005,3
"2631","UCLA","DeWayne Walker","Defensive Coordinator","Black",2006,2008,3
"2632","UCLA","Chuck Bullough","Defensive Coordinator","White",2009,2010,2
"2633","UCLA","Joe Tresey","Defensive Coordinator","White",2011,2011,1
"2634","UCLA","Lou Spanos","Defensive Coordinator","White",2012,2013,2
"2635","UCLA","Jeff Ulbrich","Defensive Coordinator","White",2014,2014,1
"2636","UCLA","Tom Bradley","Defensive Coordinator","White",2015,2017,3
"2637","UCLA","Jerry Azzinaro","Defensive Coordinator","White",2018,2021,4
"2638","Connecticut","Mike Toop","Defensive Coordinator","White",2000,2000,1
"2639","Connecticut","Kent Briggs","Defensive Coordinator","White",2001,2001,1
"2640","Connecticut","Hank Hughes","Defensive Coordinator","White",2002,2013,12
"2641","Connecticut","Todd Orlando","Defensive Coordinator","White",2005,2010,6
"2642","Connecticut","Don Brown","Defensive Coordinator","White",2011,2012,2
"2643","Connecticut","Anthony Poindexter","Defensive Coordinator","Black",2014,2016,3
"2644","Connecticut","Vincent Brown","Defensive Coordinator","Black",2014,2016,3
"2645","Connecticut","Billy Crocker","Defensive Coordinator","White",2017,2018,2
"2646","Connecticut","Lou Spanos","Defensive Coordinator","White",2019,2021,3
"2647","Louisiana Monroe","Zac Alley","Defensive Coordinator","White",2021,2021,1
"2648","UNLV","Mike Bradeson","Defensive Coordinator","White",2000,2004,5
"2649","UNLV","Vic Shealy","Defensive Coordinator","White",2005,2007,3
"2650","UNLV","Kurt Barber","Defensive Coordinator","Black",2007,2007,1
"2651","UNLV","Dennis Therrell","Defensive Coordinator","White",2008,2009,2
"2652","UNLV","Kraig Paulson","Defensive Coordinator","White",2010,2011,2
"2653","UNLV","J.D. Williams","Defensive Coordinator","Black",2012,2012,1
"2654","UNLV","Tim Hauck","Defensive Coordinator","White",2013,2014,2
"2655","UNLV","Kent Baer","Defensive Coordinator","White",2015,2017,3
"2656","UNLV","Tim Skipper","Defensive Coordinator","Black",2018,2019,2
"2657","UNLV","Peter Hansen","Defensive Coordinator","White",2020,2021,2
"2658","USC","Bill Young","Defensive Coordinator","White",2000,2000,1
"2659","USC","Nick Holt","Defensive Coordinator","White",2006,2008,3
"2660","USC","Rocky Seto","Defensive Coordinator","Other",2009,2009,1
"2661","USC","Ed Orgeron","Defensive Coordinator","White",2012,2012,1
"2662","USC","Clancy Pendergast","Defensive Coordinator","White",2013,2019,7
"2663","USC","Justin Wilcox","Defensive Coordinator","White",2014,2015,2
"2664","USC","Todd Orlando","Defensive Coordinator","White",2020,2021,2
"2665","South Florida","Wally Burnham","Defensive Coordinator","White",2001,2006,6
"2666","South Florida","David Blackwell","Defensive Coordinator","White",2009,2009,1
"2667","South Florida","Joe Tresey","Defensive Coordinator","White",2009,2009,1
"2668","South Florida","Mark Snyder","Defensive Coordinator","White",2010,2011,2
"2669","South Florida","Chris Cosh","Defensive Coordinator","White",2012,2012,1
"2670","South Florida","Tom Allen","Defensive Coordinator","White",2015,2015,1
"2671","South Florida","Raymond Woodie","Defensive Coordinator","Black",2016,2016,1
"2672","South Florida","Brian Jean-Mary","Defensive Coordinator","Black",2017,2019,3
"2673","Utah","Kyle Whittingham","Defensive Coordinator","White",2000,2004,5
"2674","Utah","Gary Andersen","Defensive Coordinator","White",2005,2008,4
"2675","Utah","Kalani Sitake","Defensive Coordinator","Other",2009,2014,6
"2676","Utah","John Pease","Defensive Coordinator","White",2015,2015,1
"2677","Utah","Morgan Scalley","Defensive Coordinator","White",2016,2021,6
"2678","Utah State","Kraig Paulson","Defensive Coordinator","White",2000,2002,3
"2679","Utah State","David Kotulski","Defensive Coordinator","White",2003,2004,2
"2680","Utah State","Mark Johnson","Defensive Coordinator","White",2005,2008,4
"2681","Utah State","Bill Busch","Defensive Coordinator","White",2009,2010,2
"2682","Utah State","Dave Aranda","Defensive Coordinator","Other",2012,2012,1
"2683","Utah State","Todd Orlando","Defensive Coordinator","White",2013,2014,2
"2684","Utah State","Kevin Clune","Defensive Coordinator","White",2015,2015,1
"2685","Utah State","Frank Maile","Defensive Coordinator","Other",2016,2020,5
"2686","Utah State","Kendrick Shaver","Defensive Coordinator","Black",2016,2017,2
"2687","Utah State","Keith Patterson","Defensive Coordinator","White",2018,2018,1
"2688","Utah State","Justin Ena","Defensive Coordinator","White",2019,2019,1
"2689","Utah State","Stacy Collins","Defensive Coordinator","White",2020,2020,1
"2690","Utah State","Ephraim Banda","Defensive Coordinator","White",2021,2021,1
"2691","UTEP","Larry Hoefer","Defensive Coordinator","White",2000,2000,1
"2692","UTEP","Bob Wagner","Defensive Coordinator","White",2001,2001,1
"2693","UTEP","Troy Reffett","Defensive Coordinator","White",2002,2003,2
"2694","UTEP","Tim Hundley","Defensive Coordinator","White",2004,2007,4
"2695","UTEP","Osia Lewis","Defensive Coordinator","Black",2008,2009,2
"2696","UTEP","Andre Patterson","Defensive Coordinator","Black",2010,2012,3
"2697","UTEP","Scott Stoker","Defensive Coordinator","White",2013,2015,3
"2698","UTEP","Tom Mason","Defensive Coordinator","White",2016,2017,2
"2699","UTEP","Mike Cox","Defensive Coordinator","White",2018,2020,3
"2700","UTEP","Bradley Dale Peveto","Defensive Coordinator","White",2021,2021,1
"2701","UT San Antonio","Neal Neathery","Defensive Coordinator","White",2011,2015,5
"2702","UT San Antonio","Pete Golding","Defensive Coordinator","White",2016,2017,2
"2703","UT San Antonio","Jason Rollins","Defensive Coordinator","Black",2018,2019,2
"2704","UT San Antonio","Tyrone Nix","Defensive Coordinator","Black",2020,2020,1
"2705","UT San Antonio","Jess Loepp","Defensive Coordinator","White",2021,2021,1
"2706","UT San Antonio","Rod Wright","Defensive Coordinator","Black",2021,2021,1
"2707","Vanderbilt","Herb Paterra","Defensive Coordinator","White",2000,2001,2
"2708","Vanderbilt","Bruce Fowler","Defensive Coordinator","White",2002,2009,8
"2709","Vanderbilt","Jamie Bryant","Defensive Coordinator","White",2009,2010,2
"2710","Vanderbilt","Bob Shoop","Defensive Coordinator","White",2011,2013,3
"2711","Vanderbilt","Brent Pry","Defensive Coordinator","White",2011,2013,3
"2712","Vanderbilt","David Kotulski","Defensive Coordinator","White",2014,2014,1
"2713","Vanderbilt","Jason Tarver","Defensive Coordinator","White",2018,2019,2
"2714","Vanderbilt","Ted Roof","Defensive Coordinator","White",2020,2020,1
"2715","Vanderbilt","Jesse Minter","Defensive Coordinator","White",2021,2021,1
"2716","Virginia","Rick Lantz","Defensive Coordinator","White",2000,2000,1
"2717","Virginia","Al Golden","Defensive Coordinator","White",2001,2005,5
"2718","Virginia","Mike London","Defensive Coordinator","Black",2006,2007,2
"2719","Virginia","Bob Pruett","Defensive Coordinator","White",2008,2008,1
"2720","Virginia","Bob Diaco","Defensive Coordinator","White",2009,2009,1
"2721","Virginia","Jim Reid","Defensive Coordinator","White",2011,2012,2
"2722","Virginia","Jon Tenuta","Defensive Coordinator","White",2014,2015,2
"2723","Virginia","Nick Howell","Defensive Coordinator","White",2016,2021,6
"2724","Virginia","Kelly Poppinga","Defensive Coordinator","White",2018,2021,4
"2725","Virginia Tech","Bud Foster","Defensive Coordinator","White",2000,2015,16
"2726","Virginia Tech","Justin Hamilton","Defensive Coordinator","White",2020,2021,2
"2727","Wake Forest","Theo Lemon","Defensive Coordinator","Black",2000,2000,1
"2728","Wake Forest","Tony Pierce","Defensive Coordinator","Black",2000,2000,1
"2729","Wake Forest","Dean Hood","Defensive Coordinator","White",2001,2007,7
"2730","Wake Forest","Brad Lambert","Defensive Coordinator","White",2008,2010,3
"2731","Wake Forest","Brian Knorr","Defensive Coordinator","White",2011,2013,3
"2732","Wake Forest","Tim Billings","Defensive Coordinator","White",2011,2011,1
"2733","Wake Forest","Mike Elko","Defensive Coordinator","White",2014,2016,3
"2734","Wake Forest","Jay Sawvel","Defensive Coordinator","White",2017,2018,2
"2735","Wake Forest","Lyle Hemphill","Defensive Coordinator","White",2019,2021,3
"2736","Washington","Tim Hundley","Defensive Coordinator","White",2000,2003,4
"2737","Washington","Phil Snow","Defensive Coordinator","White",2003,2004,2
"2738","Washington","Kent Baer","Defensive Coordinator","White",2005,2007,3
"2739","Washington","Ed Donatell","Defensive Coordinator","White",2008,2008,1
"2740","Washington","Nick Holt","Defensive Coordinator","White",2009,2011,3
"2741","Washington","Justin Wilcox","Defensive Coordinator","White",2012,2013,2
"2742","Washington","Pete Kwiatkowski","Defensive Coordinator","White",2014,2020,7
"2743","Washington","Jimmy Lake","Defensive Coordinator","Black",2016,2019,4
"2744","Washington","Ikaika Malloe","Defensive Coordinator","Other",2020,2021,2
"2745","Washington","Bob Gregory","Defensive Coordinator","White",2021,2021,1
"2746","Washington State","Bill Doba","Defensive Coordinator","White",2000,2002,3
"2747","Washington State","Robb Akey","Defensive Coordinator","White",2003,2006,4
"2748","Washington State","Chris Ball","Defensive Coordinator","White",2008,2011,4
"2749","Washington State","Jody Sears","Defensive Coordinator","White",2008,2010,3
"2750","Washington State","Mike Breske","Defensive Coordinator","White",2012,2014,3
"2751","Washington State","Alex Grinch","Defensive Coordinator","White",2015,2017,3
"2752","Washington State","Tracy Claeys","Defensive Coordinator","White",2018,2019,2
"2753","Washington State","Darcel McBath","Defensive Coordinator","Black",2019,2019,1
"2754","Washington State","Jake Dickert","Defensive Coordinator","White",2020,2021,2
"2755","West Virginia","Steve Dunlap","Defensive Coordinator","White",2000,2000,1
"2756","West Virginia","Phil Elmassian","Defensive Coordinator","White",2001,2001,1
"2757","West Virginia","Jeff Casteel","Defensive Coordinator","White",2002,2011,10
"2758","West Virginia","Todd Graham","Defensive Coordinator","White",2002,2002,1
"2759","West Virginia","Joe DeForest","Defensive Coordinator","White",2012,2012,1
"2760","West Virginia","Keith Patterson","Defensive Coordinator","White",2012,2013,2
"2761","West Virginia","Tony Gibson","Defensive Coordinator","White",2014,2018,5
"2762","West Virginia","Vic Koenning","Defensive Coordinator","White",2019,2019,1
"2763","West Virginia","Jordan Lesley","Defensive Coordinator","White",2020,2021,2
"2764","West Virginia","ShaDon Brown","Defensive Coordinator","Black",2021,2021,1
"2765","Western Kentucky","Mike Dietzel","Defensive Coordinator","White",2009,2009,1
"2766","Western Kentucky","Clint Bowen","Defensive Coordinator","White",2010,2010,1
"2767","Western Kentucky","Lance Guidry","Defensive Coordinator","White",2011,2012,2
"2768","Western Kentucky","Nick Holt","Defensive Coordinator","White",2013,2016,4
